Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Haiti,HTI,1981,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,16.6864945281447
Haiti,HTI,1980,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,18.1991617322133
Haiti,HTI,1979,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,16.9183786818956
Haiti,HTI,1978,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,16.7234654108586
Haiti,HTI,1977,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.5131995797162
Haiti,HTI,1976,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.27645051380068
Haiti,HTI,1975,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.23099501211917
Haiti,HTI,1974,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,9.89387223484234
Haiti,HTI,1973,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,10.5269922808534
Haiti,HTI,1972,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.6289894056814
Haiti,HTI,1971,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,11.1742006637563
Haiti,HTI,2019,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,4.26767472469884
Haiti,HTI,2018,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,7.17651166819068
Haiti,HTI,2017,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.9078242366305
Haiti,HTI,2016,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.1529705063517
Haiti,HTI,2015,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.4178500195433
Haiti,HTI,2014,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.3516728082439
Haiti,HTI,2013,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.218318135539
Haiti,HTI,2012,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.8577888265722
Haiti,HTI,2011,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.7612679760225
Haiti,HTI,2010,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.4395489620117
Haiti,HTI,2009,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.1312147668523
Haiti,HTI,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.465786376993
Haiti,HTI,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.4355016538037
Haiti,HTI,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.0673452878522
Haiti,HTI,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,48.8381064349615
Haiti,HTI,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,14.1800597354573
Haiti,HTI,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,19.0889154704944
Haiti,HTI,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,8.69742600697278
Haiti,HTI,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,5.18333653292379
Haiti,HTI,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,6.73758865248227
Haiti,HTI,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,9.80475743882684
Haiti,HTI,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,8.69724434679117
Haiti,HTI,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,5.15837104072398
Haiti,HTI,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.1221449500477
Haiti,HTI,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.076552669502
Haiti,HTI,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,0
Haiti,HTI,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,0
Haiti,HTI,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,0
Haiti,HTI,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,12.0048019207683
Haiti,HTI,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,1.38888888888889
Haiti,HTI,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.9485278542682
Haiti,HTI,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.1777597402597
Haiti,HTI,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.5351669116103
Haiti,HTI,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.4365601503759
Haiti,HTI,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.0400226009982
Haiti,HTI,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.9122157588578
Haiti,HTI,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.0485640905907
Haiti,HTI,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.5866146387608
Haiti,HTI,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.0247986705867
Haiti,HTI,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.9562855025932
Haiti,HTI,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.1750092695588
Haiti,HTI,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.9679197008463
Haiti,HTI,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,26.1406844106464
Haiti,HTI,1976,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.613868889731
Haiti,HTI,1975,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.3472668810289
Haiti,HTI,1974,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.8875878220141
Haiti,HTI,1973,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,19.2587209302325
Haiti,HTI,1972,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,16.0071942446044
Haiti,HTI,1971,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.2428702851886
Haiti,HTI,2019,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,21258751.82
Haiti,HTI,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,17280189.72
Haiti,HTI,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19082203.28
Haiti,HTI,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,25012002.51
Haiti,HTI,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,26624204.06
Haiti,HTI,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14440409.325
Haiti,HTI,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,15041983.8545844
Haiti,HTI,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3959284.429519
Haiti,HTI,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,3242168.28
Haiti,HTI,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,10416008
Haiti,HTI,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,18326722.78
Haiti,HTI,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,22479749.8
Haiti,HTI,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19590000
Haiti,HTI,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14220000
Haiti,HTI,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,35040000
Haiti,HTI,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12340000
Haiti,HTI,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14280000
Haiti,HTI,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13670000
Haiti,HTI,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,9470000
Haiti,HTI,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,9190000
Haiti,HTI,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12610000
Haiti,HTI,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,11050000
Haiti,HTI,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13600000
Haiti,HTI,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,9930000
Haiti,HTI,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,30640000
Haiti,HTI,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,11200000
Haiti,HTI,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12600000
Haiti,HTI,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12900000
Haiti,HTI,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,20000000
Haiti,HTI,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,25100000
Haiti,HTI,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,30218170.45547
Haiti,HTI,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,33364936.7672
Haiti,HTI,1987,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,26100622.395
Haiti,HTI,1986,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,19896982.476094
Haiti,HTI,1985,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,24899641.010037
Haiti,HTI,1984,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,22560000.00188
Haiti,HTI,1983,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,18899988.51378
Haiti,HTI,1982,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,17640000.003528
Haiti,HTI,1981,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,17200000.00344
Haiti,HTI,1980,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,17400000.00348
Haiti,HTI,1979,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,16020000.003204
Haiti,HTI,1978,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,16720000.003344
Haiti,HTI,1977,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13360000.002672
Haiti,HTI,1976,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8120000.001624
Haiti,HTI,1975,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,7440000.001488
Haiti,HTI,1974,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8059993.31682762
Haiti,HTI,1973,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,6559999.9955978
Haiti,HTI,1972,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5399980.10127897
Haiti,HTI,1971,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4000000.0008
Haiti,HTI,2019,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5214843330.60117
Haiti,HTI,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5670990520.64727
Haiti,HTI,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4676888727.38437
Haiti,HTI,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4196487291.72047
Haiti,HTI,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4490955197.86254
Haiti,HTI,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4753306026.36303
Haiti,HTI,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4442565271.72773
Haiti,HTI,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4195349024.5071
Haiti,HTI,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4433439694.08057
Haiti,HTI,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4287321211.20725
Haiti,HTI,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2804218326.65952
Haiti,HTI,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2853773921.04959
Haiti,HTI,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2384450000
Haiti,HTI,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2141560000
Haiti,HTI,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1852880000
Haiti,HTI,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1561550000
Haiti,HTI,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1416990000
Haiti,HTI,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1250040000
Haiti,HTI,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1315890000
Haiti,HTI,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1368720000
Haiti,HTI,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1252120000
Haiti,HTI,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1040510000
Haiti,HTI,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,891100000
Haiti,HTI,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,781910000
Haiti,HTI,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,801660000
Haiti,HTI,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,235380000
Haiti,HTI,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,290700000
Haiti,HTI,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,247740000
Haiti,HTI,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,531900000
Haiti,HTI,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,514600000
Haiti,HTI,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,448100000
Haiti,HTI,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,480980000
Haiti,HTI,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,501700000
Haiti,HTI,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,473480000
Haiti,HTI,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,557080000
Haiti,HTI,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,526960000.043913
Haiti,HTI,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,497220000.099444
Haiti,HTI,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,471060000.094212
Haiti,HTI,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,516600000.10332
Haiti,HTI,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,480960000.096192
Haiti,HTI,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,327940000.065588
Haiti,HTI,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,309080000.061816
Haiti,HTI,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,263040000.052608
Haiti,HTI,1976,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,211460000.042292
Haiti,HTI,1975,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,159420000.031884
Haiti,HTI,1974,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,130679891.643056
Haiti,HTI,1973,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,93999999.9369196
Haiti,HTI,1972,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,79839705.7937247
Haiti,HTI,1971,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,74940000.014988
Haiti,HTI,2019,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.541339086307355
Haiti,HTI,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.518680804902421
Haiti,HTI,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.539802483689687
Haiti,HTI,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.516956771635036
Haiti,HTI,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.400804890706519
Haiti,HTI,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.529939204382435
Haiti,HTI,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.00124254099164326
Haiti,HTI,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.0188168805697966
Haiti,HTI,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.0386756785453581
Haiti,HTI,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.0245768257801756
Haiti,HTI,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.791106265256167
Haiti,HTI,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0.922127896040735
Haiti,HTI,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.03491363469313
Haiti,HTI,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.06343535122017
Haiti,HTI,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.06545180667561
Haiti,HTI,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.39098279049922
Haiti,HTI,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0
Haiti,HTI,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0
Haiti,HTI,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0
Haiti,HTI,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0
Haiti,HTI,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0
Haiti,HTI,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,0
Haiti,HTI,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.40592597799726
Haiti,HTI,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.00782472613459
Haiti,HTI,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.10485066723152
Haiti,HTI,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.96144480519481
Haiti,HTI,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.59521310098677
Haiti,HTI,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.18092105263158
Haiti,HTI,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.12647141915435
Haiti,HTI,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.10946589106293
Haiti,HTI,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.90684099929956
Haiti,HTI,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.63686886602814
Haiti,HTI,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.15735651284673
Haiti,HTI,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.72906890590269
Haiti,HTI,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.76232851316277
Haiti,HTI,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.85376894312143
Haiti,HTI,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.77059569074778
Haiti,HTI,1976,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.67563471011747
Haiti,HTI,1975,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.7513397642015
Haiti,HTI,1974,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.10304449648712
Haiti,HTI,1973,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.83430232558139
Haiti,HTI,1972,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.76618705035972
Haiti,HTI,1971,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.96780128794848
Haiti,HTI,2019,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4197534308.69431
Haiti,HTI,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4484317894.20297
Haiti,HTI,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3617677279.55193
Haiti,HTI,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3183327798.98436
Haiti,HTI,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3449376951.3082
Haiti,HTI,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3666152065.01592
Haiti,HTI,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3340641062.21795
Haiti,HTI,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3079329824.5071
Haiti,HTI,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3314456870.04957
Haiti,HTI,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3010070345.66542
Haiti,HTI,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2032128506.58685
Haiti,HTI,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2107737928.69565
Haiti,HTI,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1704200000
Haiti,HTI,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1548200000
Haiti,HTI,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1308510000
Haiti,HTI,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1210000000
Haiti,HTI,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1116030000
Haiti,HTI,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,980420000
Haiti,HTI,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1055440000
Haiti,HTI,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1086720000
Haiti,HTI,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1017540000
Haiti,HTI,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,822050000
Haiti,HTI,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,559600000
